id;power;dt;hubheight;diameter;NUTS_ID;lon;lat;N1
292;1000.0;30.11.2001;70.5;58.6;DE11B;9.61718187;49.72707645;DE1
293;850.0;30.11.2001;74.0;52.0;DE11B;9.59917582;49.73018305;DE1
294;850.0;30.11.2001;74.0;52.0;DE11B;9.59923976;49.7286183;DE1
295;2530.0;06.11.2015;139.0;120.0;DE11B;10.06431012;49.48813946;DE1
296;2530.0;06.11.2015;139.0;120.0;DE11B;10.0802961;49.47887379;DE1
297;2530.0;06.11.2015;139.0;120.0;DE11B;10.08732942;49.48365427;DE1
298;2530.0;06.11.2015;139.0;120.0;DE11B;10.07884466;49.4818995;DE1
299;2530.0;06.11.2015;139.0;120.0;DE11B;10.08408342;49.48665195;DE1
300;2530.0;06.11.2015;139.0;120.0;DE11B;10.07583342;49.48492173;DE1
301;2530.0;06.11.2015;139.0;120.0;DE11B;10.0710579;49.48743874;DE1
302;2000.0;02.01.2007;100.0;82.0;DE11B;9.35651813;49.7460293;DE1
303;2000.0;02.01.2007;100.0;82.0;DE11B;9.36143826;49.74529476;DE1
304;850.0;30.11.2001;74.0;52.0;DE11B;9.59965502;49.73304868;DE1
305;2350.0;19.02.2015;138.38;92.0;DE11B;9.91603869;49.52018707;DE1
306;2350.0;19.02.2015;138.38;92.0;DE11B;9.90849949;49.52251239;DE1
307;660.0;20.09.2002;65.0;47.0;DE11B;9.80645129;49.620186;DE1
308;660.0;20.09.2002;65.0;47.0;DE11B;9.80104457;49.62045734;DE1
309;660.0;20.09.2002;65.0;47.0;DE11B;9.80238192;49.62183271;DE1
310;660.0;20.09.2002;65.0;47.0;DE11B;9.80850168;49.62282408;DE1
311;660.0;20.09.2002;65.0;47.0;DE11B;9.80927391;49.62098448;DE1
312;660.0;20.09.2002;65.0;47.0;DE11B;9.80420162;49.62307884;DE1
313;660.0;20.09.2002;65.0;47.0;DE11B;9.80544105;49.6218654;DE1
314;660.0;20.09.2002;65.0;47.0;DE11B;9.80389028;49.62014089;DE1
315;660.0;20.09.2002;65.0;47.0;DE11B;9.80791867;49.62439262;DE1
316;2530.0;20.10.2015;139.0;120.0;DE11B;10.0633646;49.49227525;DE1
317;1500.0;29.09.2007;100.0;77.0;DE127;9.53614241;49.39423077;DE1
318;1000.0;17.05.2002;90.0;58.0;DE127;9.5155153;49.55525135;DE1
319;2500.0;13.08.2015;139.0;120.0;DE127;9.48349242;49.41808368;DE1
320;2500.0;31.08.2015;139.0;120.0;DE127;9.49220984;49.41465709;DE1
321;2500.0;24.08.2015;139.0;120.0;DE127;9.49113178;49.41848303;DE1
322;2500.0;19.08.2015;139.0;120.0;DE127;9.48587515;49.41513349;DE1
323;2300.0;19.06.2012;108.3;82.0;DE127;9.51477925;49.55228754;DE1
324;2300.0;18.06.2012;108.3;82.0;DE127;9.51634595;49.54883692;DE1
325;2000.0;29.09.2007;100.0;92.5;DE127;9.5377562;49.38937687;DE1
326;2000.0;24.01.2008;100.0;92.5;DE127;9.27457306;49.45353914;DE1
327;2000.0;24.01.2008;100.0;92.5;DE127;9.26926106;49.4556826;DE1
